hhid,round,comment,s7q1a,s7q1a2,s7q1b,s7q1b2,s7q1c,s7q1c2,s7q2,s7q4a,s7q4a2,s7q4b,s7q4b2,s7q5a,s7q5a2,s7q5b,s7q5b2,s7q5c,s7q5c2,s7q5d,s7q5d2,s7q5e,s7q5e2,s7q5f,s7q5f2,s7q6,s7q6a,s7q6b,s7q6c,s7q6d,s7q6e,s7q7,s7q8a,s7q8b,s7q8c,s7q8d,s7q8e,s7q8f,s7q8g,s7q8h,s7q8i,s7q8j,s7q8_other,s7q9_1,s7q9_2,s7q9_3
12030,3,0,,,,,,,Above normal,Source of food from milk,,Source of food from meat and blood,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,2,1,3,2,,,,,,,,,,,,,,,,
12030,4,0,,,,,,,Much above normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,3,1,,,,,,,,,,,,,,,,
12030,5,0,,,,,,,Much below normal,Source of food from milk,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,3,6,4,10,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,Reduce the number of meals eaten each day,Sell livestock,Rely more on food aid
12030,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,No,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,
12031,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Above normal,Source of income from selling milk,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.5,,,,,,,,,,,,,,,,,,,,
12031,2,,,,,,,,Much below normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,10,5,10,10,,,,,,,,,,,,,,,,
12031,3,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of food from meat and blood,,Food aid,,Food aid,,Food aid,,Food aid,,,,,,,2,4,6,8,,,,,,,,,,,,,,,,
12031,4,0,,,,,,,Above normal,Source of income from selling milk,,Source of income from selling livestock,,Livestock keeping,,Food aid,,Food aid,,Livestock keeping,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
12031,5,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock trading,,Livestock keeping,,Livestock keeping,,,,,,,0,0,3,4,,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,,Send family members to look for work elsewhere,Reduce the number of meals eaten each day,Rely on assistance from others
12031,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,No,No,No,,,,
12032,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),Predation,Above normal,Source of income from selling milk,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.55000001,,,,,,,,,,,,,,,,,,,,
12032,2,,,,,,,,Much below normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,2,5,10,6,,,,,,,,,,,,,,,,
12032,3,0,,,,,,,Normal,Source of household saving and status,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Food aid,,Food aid,,,,,,,3,10,9,9,,,,,,,,,,,,,,,,
12032,4,0,,,,,,,Normal,Source of food from milk,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Food aid,,Petty trading,,,,,,,0,1,2,3,,,,,,,,,,,,,,,,
12032,5,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Transfer from family (outside of hh),,Livestock keeping,,,,,,,0,0,0,0,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,Reduce the number of meals eaten each day,Sell livestock,Rely on assistance from others
12032,6,0,,,,,,,Somewhat below normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,No,No,No,,,,
12033,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Above normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Petty trading,,Petty trading,,Livestock keeping,,Livestock keeping,,.5,,,,,,,,,,,,,,,,,,,,
12033,2,,,,,,,,Much above normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,1,1,,,,,,,,,,,,,,,,
12033,3,0,,,,,,,Normal,Source of household saving and status,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock trading,,Livestock keeping,,,,,,,3,11,6,6,,,,,,,,,,,,,,,,
12033,4,0,,,,,,,Normal,Source of income from selling livestock,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,
12033,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,0,0,,Yes,No,No,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely on assistance from others,
12033,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,Yes,Yes,No,Yes,No,No,Yes,No,No,,,,
12034,1,,Lack of rain and forage availability,,Conflict,,Other (specify),Predation,Above normal,Source of food from milk,,Source of income from selling milk,,Livestock keeping,,Casual labor,,Livestock keeping,,Casual labor,,Livestock keeping,,Livestock keeping,,.55000001,,,,,,,,,,,,,,,,,,,,
12034,2,,,,,,,,Somewhat below normal,Source of income from livestock trading,,Source of food from milk,,Livestock trading,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,3,10,6,8,,,,,,,,,,,,,,,,
12034,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,1,1,,,,,,,,,,,,,,,,
12034,4,0,,,,,,,Normal,Source of income from selling milk,,Source of income from livestock trading,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
12034,5,0,,,,,,,Above normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,0,0,,Yes,No,No,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely on assistance from others,
12034,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,Increase non-livestock activities,Sell livestock,Rely more on food aid
12035,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),Predation,Above normal,Source of food from milk,,Source of income from selling meat,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.55000001,,,,,,,,,,,,,,,,,,,,
12035,2,,,,,,,,Much above normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
12035,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Food aid,,Food aid,,Livestock keeping,,,,,,,0,1,2,2,,,,,,,,,,,,,,,,
12035,4,0,,,,,,,Normal,Source of income from selling milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
12035,5,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of household saving and status,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,10,13,15,18,,No,,,,,,,,,,,,,,
12035,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Destitute,,Yes,Yes,No,No,Yes,No,No,No,No,No,,Reduce the number of meals eaten each day,Sell livestock,Rely more on food aid
12036,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Above normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.5,,,,,,,,,,,,,,,,,,,,
12036,2,,,,,,,,Much above normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
12036,3,0,,,,,,,Normal,Source of income from livestock trading,,Source of food from milk,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,2,4,8,5,,,,,,,,,,,,,,,,
12036,4,0,,,,,,,Normal,Source of food from milk,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Food aid,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,
12036,5,0,,,,,,,Normal,Source of food from milk,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,2,5,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,Send family members to look for work elsewhere,Sell livestock,Reduce the number of meals eaten each day
12036,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Sustainable,,No,No,No,No,No,No,No,No,No,No,,,,
12037,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),PREDATION,Above normal,Source of food from milk,,Source of income from selling milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.5,,,,,,,,,,,,,,,,,,,,
12037,2,,,,,,,,Normal,.b,,.b,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,20,0,,,,,,,,,,,,,,,,
12037,3,0,,,,,,,Normal,Source of income from livestock trading,,Source of food from milk,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,2,5,9,7,,,,,,,,,,,,,,,,
12037,4,0,,,,,,,Normal,Source of food from milk,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,
12037,5,0,,,,,,,Normal,Source of food from milk,,Source of income from selling meat,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,2,4,5,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,Rely on assistance from others,Sell livestock,Reduce the number of meals eaten each day
12037,6,0,,,,,,,Somewhat below normal,,,,,,,,,,,,,,,,,,,,,,Viable,,Yes,No,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,
12039,6,0,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,Yes,No,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,
12040,2,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),Narrowly defined missing value,Somewhat below normal,Source of food from milk,,Source of food from meat and blood,,Casual labor,,Casual labor,,Casual labor,,Casual labor,,Livestock keeping,,Livestock keeping,,,2,3,10,10,,,,,,,,,,,,,,,,
12040,3,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of food from meat and blood,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Food aid,,Livestock keeping,,,,,,,2,1,3,4,,,,,,,,,,,,,,,,
12040,4,0,,,,,,,Normal,Source of income from selling livestock,.,Source of food from milk,,Livestock keeping,,Year-round wage/salaried employment,,Food aid,,Year-round wage/salaried employment,,,,,,,0,2,5,5,,,,,,,,,,,,,,,,
12040,5,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,10,15,16,18,,No,,,,,,,,,,,,,,
12040,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Viable,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,Sell livestock,Rely more on food aid,Increase non-livestock activities
12043,2,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),Narrowly defined missing value,Much below normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,Livestock keeping,,,10,10,10,10,,,,,,,,,,,,,,,,
12043,3,0,,,,,,,Above normal,Source of food from milk,,Source of food from meat and blood,,Food aid,,Food aid,,Food aid,,Food aid,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
12043,4,0,,,,,,,Above normal,Source of income from selling milk,.,Source of income from selling livestock,,Livestock keeping,,Food aid,,Food aid,,Livestock keeping,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,
12043,5,0,,,,,,,Normal,Source of food from milk,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,5,3,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,,Rely on assistance from others,Sell livestock,Pull children (otherwise in school) out
12043,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,No,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,
12044,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),Predation,Above normal,Source of food from milk,,Source of food from meat and blood,,Casual labor,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
12044,2,,,,,,,,Much below normal,Source of food from milk,,Source of income from livestock trading,,Livestock keeping,,Food aid,,Food aid,,Food aid,,,,,,,4,2,6,10,,,,,,,,,,,,,,,,
12044,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,0,2,1,0,,,,,,,,,,,,,,,,
12044,4,0,,,,,,,Above normal,Source of household saving and status,.,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
12044,5,0,,,,,,,Much below normal,Source of food from milk,,Source of household saving and status,,Petty trading,,Livestock keeping,,Petty trading,,Livestock keeping,,,,,,,8,12,13,15,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,Reduce the number of meals eaten each day,Sell livestock,Rely on assistance from others
12044,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,No,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,
13001,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),PREDATORS,Above normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
13001,2,,,,,,,,Much below normal,Source of income from selling milk,,Source of food from meat and blood,,Food aid,,Livestock keeping,,Petty trading,,Food aid,,,,,,,2,6,5,5,,,,,,,,,,,,,,,,
13001,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Cash transfers (CARE),,Livestock keeping,,Cash transfers (CARE),,Livestock keeping,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
13001,4,0,,,,,,,Above normal,Source of household saving and status,.,Source of income from livestock trading,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,
13001,5,0,,,,,,,Normal,Source of income from selling livestock,,Source of food from milk,,Livestock keeping,,Transfer from family (outside of hh),,Livestock keeping,,Livestock keeping,,,,,,,3,2,3,2,,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,Reduce the number of meals eaten each day,Rely on assistance from others,
13001,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,Reduce the number of meals eaten each day,Rely on assistance from others,Sell livestock
13002,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),PREDATORS,Much below normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
13002,2,,,,,,,,Much below normal,Source of income from selling milk,,Source of food from meat and blood,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,10,12,1,5,,,,,,,,,,,,,,,,
13002,3,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of income from selling meat,,Food aid,,Livestock keeping,,Petty trading,,Livestock keeping,,,,,,,1,3,5,3,,,,,,,,,,,,,,,,
13002,4,0,,,,,,,Above normal,Source of income from selling livestock,.,Source of food from milk,,Petty trading,,Petty trading,,Food aid,,Livestock keeping,,,,,,,0,0,3,3,,,,,,,,,,,,,,,,
13002,5,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Petty trading,,Petty trading,,Petty trading,,Petty trading,,,,,,,1,2,3,3,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,Rely more on food aid,Sell livestock,Reduce the number of meals eaten each day
13002,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,Yes,Yes,Yes,No,No,No,No,,Sell livestock,Increase non-livestock activities,Pull children (otherwise in school) out
13003,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),PREDATORS,Somewhat below normal,Source of food from milk,,Source of food from meat and blood,,Livestock trading,,Livestock keeping,,Livestock trading,,Livestock trading,,Livestock keeping,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
13003,2,,,,,,,,Normal,Source of income from selling milk,,Source of food from meat and blood,,Livestock keeping,,Food aid,,Livestock keeping,,Livestock keeping,,,,,,,2,3,4,5,,,,,,,,,,,,,,,,
13003,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Food aid,,Livestock keeping,,Food aid,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
13003,4,0,,,,,,,Normal,Source of food from milk,.,Source of income from selling milk,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,1,1,2,3,,,,,,,,,,,,,,,,
13003,5,0,,,,,,,Much below normal,Source of household saving and status,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,3,2,4,,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,
13003,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,No,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,
13004,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),PREDATORS,Above normal,Source of food from milk,,Source of food from meat and blood,,Livestock trading,,Livestock keeping,,Livestock trading,,Livestock trading,,Livestock keeping,,Livestock keeping,,.15000001,,,,,,,,,,,,,,,,,,,,
13004,2,,,,,,,,Much below normal,Source of income from livestock trading,,Source of food from meat and blood,,Food aid,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,3,10,5,6,,,,,,,,,,,,,,,,
13004,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Food aid,,Food aid,,Year-round wage/salaried employment,,,,,,,1,2,3,2,,,,,,,,,,,,,,,,
13004,4,0,,,,,,,Much above normal,Source of food from milk,.,Source of household saving and status,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Petty trading,,Year-round wage/salaried employment,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
