hhid,round,comment,s9q6a,s9q6b,s9q6c,s9q7a,s9q7b,s9q7c,s9q8a,s9q8b,s9q8c,s9q9,s9q10a,s9q10b,s9q10c,s9q11a,s9q11b,s9q11c,s9q12a,s9q12b,s9q12c,s9q13a,s9q13b,s9q13c,s9q14a,s9q14b,s9q14c,s9q14d,s9q14e,s9q15a,s9q15b,s9q15c,s9q15d,s9q15e,s9q16_1,s9q16_2,s9q16a,s9q16b,s9q16c,s9q16d,s9q16e,s9q16f1,s9q16f2,s9q17a,s9q17b,s9q17c,s9q17d,s9q17e,s9q18a,s9q18b,s9q18c,s9q18d,s9q18e,s9q19a,s9q19b,s9q19c,s9q19d,s9q19e,s9q20a,s9q20b,s9q20c,s9q20d,s9q20e,s9q21a,s9q21b,s9q21c,s9q21d,s9q21e,s9q22a,s9q22b,s9q22c,s9q22d,s9q22e,s9q23a,s9q23b,s9q23c,s9q23d,s9q23e,s9q24a,s9q24b,s9q24c,s9q24d,s9q24e,s9q25a,s9q25b
14002,2,,.b,,,.b,,,.b,,,.b,,,,,,,,,,,,,.b,,,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14002,3,0,Yes,6,4500,No,,,Yes,4,1200,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,2500,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14002,4,0,Yes,9,6000,Yes,9,1100,Yes,1,180,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14002,5,0,Yes,9,800,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14002,6,0,Yes,3,400,Yes,6,660,Yes,3,1400,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14002,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,1,,Yes,9,550,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,2,,Yes,3,1500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,3,0,Yes,8,50000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,4,0,Yes,9,950,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,5,0,Yes,10,1480,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,6,0,Yes,1,450,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5100,10000,4900,10000,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14003,7,,Yes,4,1200,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14004,1,,Yes,8,550,Yes,9,630,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,,Yes,12,850,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,3,0,Yes,10,50000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,7,,Yes,3,1200,Yes,2,1200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14005,1,,Yes,7,500,Yes,9,462,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,2,,Yes,12,750,Yes,9,350,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,3,0,Yes,8,8500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,4,0,Yes,8,1600,Yes,9,2200,No,,,Yes,Food,,,3,,,1,,,300,,,No,,,,,Yes,0,0,0,4000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,5,0,Yes,10,1340,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,6,0,Yes,2,150,Yes,8,2000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14005,7,,Yes,.a,.b,Yes,2,1200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14006,1,,Yes,8,500,Yes,9,660,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,2,,Yes,4,2700,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,3,0,Yes,4,5600,Yes,3,1200,Yes,3,1500,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,4,0,Yes,8,1850,Yes,9,7700,Yes,2,1200,Yes,Food,,,1,,,1,,,300,,,Yes,300,0,0,300,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,5,0,Yes,9,3250,Yes,9,4400,Yes,12,2500,No,,,,,,,,,,,,,No,,,,,Yes,0,0,0,6000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,6,0,Yes,2,500,Yes,8,300,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,0,0,0,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14006,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14007,1,,Yes,5,800,Yes,9,462,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,2,,Yes,7,2700,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,0,Yes,8,2000,Yes,9,8800,Yes,3,150,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,5,0,Yes,2,3710,No,,,Yes,3,120,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,6,0,Yes,2,240,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14008,1,,Yes,6,1200,Yes,6,700,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,2,,Yes,12,560,Yes,9,400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,3,0,Yes,6,6000,Yes,4,1200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,4,0,Yes,8,1200,Yes,9,3300,No,,,Yes,Food,,,1,,,1,,,300,,,No,,,,,Yes,0,0,0,4000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,5,0,Yes,9,1190,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,0,0,6000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,6,0,Yes,1,450,Yes,6,1980,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,4900,4900,14700,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14008,7,,Yes,4,1450,Yes,1,620,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14009,1,,Yes,8,550,Yes,8,462,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14009,2,,Yes,12,750,Yes,9,560,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14009,3,0,Yes,8,8500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14009,4,0,Yes,8,590,Yes,9,880,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14009,5,0,Yes,9,800,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14009,6,0,Yes,2,300,Yes,8,2000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14009,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010,1,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010,2,,Yes,4,450,Yes,9,540,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010,3,0,Yes,6,7800,No,,,Yes,3,1600,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010,4,0,Yes,8,870,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010,5,0,Yes,2,1050,Yes,9,2200,Yes,3,250,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010,6,0,Yes,2,200,Yes,8,1000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,0,0,0,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14011,1,,Yes,6,260,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14011,2,,Yes,12,780,Yes,9,650,Yes,4,300,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14011,3,0,Yes,3,3600,No,,,Yes,2,1200,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,2500,0,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14011,4,0,Yes,2,300,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14011,5,0,Yes,2,2690,Yes,9,2200,Yes,2,360,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14011,6,0,Yes,2,350,Yes,8,1500,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,5000,0,0,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14011,7,,Yes,1,500,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14012,1,,Yes,9,500,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14012,2,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14012,3,0,Yes,4,6500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14012,4,0,Yes,8,2670,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14012,5,0,Yes,2,2850,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14012,6,0,Yes,3,250,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,0,0,0,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14012,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14013,1,,Yes,11,500,Yes,9,660,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14013,2,,Yes,4,1270,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14013,3,0,Yes,11,5830,Yes,8,13250,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14013,4,0,Yes,8,1800,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4000,2000,2000,3000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14013,5,0,Yes,4,4500,Yes,9,4000,Yes,10,1000,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14013,6,0,Yes,2,1500,Yes,3,6000,Yes,12,10080,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5100,0,10000,0,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14013,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14014,1,,Yes,8,550,Yes,9,924,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14014,2,,.b,,,.b,,,.b,,,.b,,,,,,,,,,,,,.b,,,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14014,3,0,Yes,9,2415,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,3000,3000,3000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14014,4,0,Yes,8,1500,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,0,1000,1000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14014,5,0,Yes,4,650,Yes,9,4500,No,,,No,,,,,,,,,,,,,Yes,200,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14014,6,0,Yes,2,338,Yes,9,2000,No,,,Yes,Food,,,2,,,5,,,200,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,0,2880,0,0,No,,,,,No,,,,,,
14014,7,,Yes,5,5000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,4000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,9400,0,0,0,No,,,,,,
14015,1,,Yes,11,500,Yes,9,660,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015,2,,Yes,4,500,Yes,9,450,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015,3,0,Yes,9,4810,Yes,7,13200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015,4,0,Yes,8,1500,Yes,9,9900,No,,,Yes,Food,,,1,,,1,,,300,,,No,,,,,Yes,0,2000,0,4000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015,5,0,Yes,4,2500,Yes,9,32000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015,6,0,Yes,2,1040,Yes,3,8000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
14015,7,,Yes,3,820,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,4000,0,0,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,1,500
14016,1,,Yes,8,350,Yes,2,300,Yes,9,3420,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14016,2,,.b,,,.b,,,.b,,,.b,,,,,,,,,,,,,.b,,,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14016,3,0,No,,,Yes,6,3000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14016,4,0,No,,,Yes,9,3300,Yes,5,1000,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14016,5,0,Yes,5,2050,Yes,9,6000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14016,6,0,Yes,2,720,Yes,3,3400,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,0,0,4900,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14016,7,,Yes,1,320,Yes,1,800,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14017,1,,Yes,11,500,Yes,9,660,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14017,2,,.b,,,.b,,,.b,,,.b,,,,,,,,,,,,,.b,,,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14017,3,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14017,4,0,Yes,8,1200,Yes,9,2200,No,,,Yes,Food,,,2,,,1,,,300,,,No,,,,,Yes,0,2000,2000,2000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14017,5,0,Yes,3,3780,Yes,9,1050,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14017,6,0,No,,,Yes,9,3300,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5100,4100,4100,4100,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14017,7,,Yes,4,1200,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14018,1,,Yes,11,500,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14018,2,,.b,,,.b,,,.b,,,.b,,,,,,,,,,,,,.b,,,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14018,3,0,.b,,,.b,,,.b,,,No,,,,,,,,,,,,,.b,,,,,.b,,,,,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14018,4,0,Yes,8,1200,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14018,5,0,Yes,4,3810,Yes,9,1150,No,,,No,,,,,,,,,,,,,Yes,400,0,0,0,Yes,500,3000,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14018,6,0,Yes,3,1250,Yes,3,1300,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14018,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14019,1,,Yes,9,550,Yes,8,924,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14019,2,,Yes,4,650,Yes,9,650,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14019,3,0,Yes,9,3160,Yes,7,420,No,,,No,,,,,,,,,,,,,No,,,,,Yes,3000,3000,3000,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14019,4,0,Yes,8,1000,Yes,8,400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14019,5,0,Yes,4,1300,Yes,9,1500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14019,6,0,Yes,1,1300,Yes,3,4000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,0,4800,0,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14019,7,,No,,,No,,,Yes,6,.a,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,0,0,8000,4000,No,,,,,No,,,,,No,,,,,No,,,,,Yes,4700,0,0,0,,
14020,1,,Yes,10,1200,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14020,2,,Yes,2,900,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14020,3,0,Yes,9,4230,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,4500,4500,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14020,4,0,Yes,8,500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
