hhid,round,comment,itemtype,itemtype_os,s11q11
12017,6,0,Other supplementary animal feeding,,0
12017,6,0,Vaccinations and other veterinarian service,,1000
12017,6,0,Transportation/other transaction costs for animals,,0
12017,6,0,Wages for herders,,0
12018,1,,Other (specify),,0
12018,1,,Water for animal consumption (that you pay for),,0
12018,1,,Animal fodder (purchased fodder for donkey etc),,0
12018,1,,Other supplementary animal feeding,,0
12018,1,,Vaccinations and other veterinarian service,,0
12018,1,,Transportation/other transaction costs for animals,,0
12018,2,,Other (specify),,0
12018,2,,Water for animal consumption (that you pay for),,0
12018,2,,Animal fodder (purchased fodder for donkey etc),,0
12018,2,,Other supplementary animal feeding,,0
12018,2,,Vaccinations and other veterinarian service,,500
12018,2,,Transportation/other transaction costs for animals,,0
12018,3,0,Other (specify),,0
12018,3,0,Water for animal consumption (that you pay for),,0
12018,3,0,Animal fodder (purchased fodder for donkey etc),,0
12018,3,0,Other supplementary animal feeding,,0
12018,3,0,Vaccinations and other veterinarian service,,0
12018,3,0,Transportation/other transaction costs for animals,,0
12018,4,0,Other (specify),,0
12018,4,0,Water for animal consumption (that you pay for),,1000
12018,4,0,Animal fodder (purchased fodder for donkey etc),,0
12018,4,0,Other supplementary animal feeding,,0
12018,4,0,Vaccinations and other veterinarian service,,200
12018,4,0,Transportation/other transaction costs for animals,,4000
12018,4,0,Wages for herders,,0
12018,5,0,Other (specify),,0
12018,5,0,Water for animal consumption (that you pay for),,0
12018,5,0,Animal fodder (purchased fodder for donkey etc),,0
12018,5,0,Other supplementary animal feeding,,0
12018,5,0,Vaccinations and other veterinarian service,,1600
12018,5,0,Transportation/other transaction costs for animals,,0
12018,5,0,Wages for herders,,0
12018,6,0,Other (specify),,0
12018,6,0,Water for animal consumption (that you pay for),,0
12018,6,0,Animal fodder (purchased fodder for donkey etc),,0
12018,6,0,Other supplementary animal feeding,,3000
12018,6,0,Vaccinations and other veterinarian service,,900
12018,6,0,Transportation/other transaction costs for animals,,0
12018,6,0,Wages for herders,,0
12018,7,,Water for animal consumption (that you pay for),,0
12018,7,,Animal fodder (purchased fodder for donkey etc),,0
12018,7,,Other supplementary animal feeding,,220
12018,7,,Vaccinations and other veterinarian service,,200
12018,7,,Vaccinations and other veterinarian service,,200
12018,7,,Transportation/other transaction costs for animals,,0
12018,7,,Wages for herders,,0
12019,1,,Other (specify),,0
12019,1,,Water for animal consumption (that you pay for),,0
12019,1,,Animal fodder (purchased fodder for donkey etc),,0
12019,1,,Other supplementary animal feeding,,0
12019,1,,Vaccinations and other veterinarian service,,1000
12019,1,,Transportation/other transaction costs for animals,,0
12019,2,,Other (specify),,0
12019,2,,Water for animal consumption (that you pay for),,0
12019,2,,Animal fodder (purchased fodder for donkey etc),,0
12019,2,,Other supplementary animal feeding,,0
12019,2,,Vaccinations and other veterinarian service,,500
12019,2,,Transportation/other transaction costs for animals,,0
12019,3,0,Other (specify),,0
12019,3,0,Water for animal consumption (that you pay for),,0
12019,3,0,Animal fodder (purchased fodder for donkey etc),,0
12019,3,0,Other supplementary animal feeding,,0
12019,3,0,Vaccinations and other veterinarian service,,1000
12019,3,0,Transportation/other transaction costs for animals,,0
12019,4,0,Other (specify),,0
12019,4,0,Water for animal consumption (that you pay for),,0
12019,4,0,Animal fodder (purchased fodder for donkey etc),,0
12019,4,0,Other supplementary animal feeding,,0
12019,4,0,Vaccinations and other veterinarian service,,3000
12019,4,0,Transportation/other transaction costs for animals,,0
12019,4,0,Wages for herders,,0
12019,5,0,Other (specify),,0
12019,5,0,Water for animal consumption (that you pay for),,0
12019,5,0,Animal fodder (purchased fodder for donkey etc),,0
12019,5,0,Other supplementary animal feeding,,0
12019,5,0,Vaccinations and other veterinarian service,,300
12019,5,0,Transportation/other transaction costs for animals,,0
12019,5,0,Wages for herders,,0
12019,6,0,Other (specify),,0
12019,6,0,Water for animal consumption (that you pay for),,0
12019,6,0,Animal fodder (purchased fodder for donkey etc),,0
12019,6,0,Other supplementary animal feeding,,720
12019,6,0,Vaccinations and other veterinarian service,,2400
12019,6,0,Transportation/other transaction costs for animals,,0
12019,6,0,Wages for herders,,0
12019,7,,Water for animal consumption (that you pay for),,0
12019,7,,Animal fodder (purchased fodder for donkey etc),,0
12019,7,,Other supplementary animal feeding,,0
12019,7,,Vaccinations and other veterinarian service,,450
12019,7,,Vaccinations and other veterinarian service,,500
12019,7,,Transportation/other transaction costs for animals,,0
12019,7,,Wages for herders,,0
12020,1,,Other (specify),,0
12020,1,,Water for animal consumption (that you pay for),,0
12020,1,,Animal fodder (purchased fodder for donkey etc),,0
12020,1,,Other supplementary animal feeding,,0
12020,1,,Vaccinations and other veterinarian service,,1500
12020,1,,Transportation/other transaction costs for animals,,0
12020,2,,Other (specify),,0
12020,2,,Water for animal consumption (that you pay for),,0
12020,2,,Animal fodder (purchased fodder for donkey etc),,0
12020,2,,Other supplementary animal feeding,,0
12020,2,,Vaccinations and other veterinarian service,,300
12020,2,,Transportation/other transaction costs for animals,,0
12020,3,0,Other (specify),,0
12020,3,0,Water for animal consumption (that you pay for),,0
12020,3,0,Animal fodder (purchased fodder for donkey etc),,0
12020,3,0,Other supplementary animal feeding,,0
12020,3,0,Vaccinations and other veterinarian service,,0
12020,3,0,Transportation/other transaction costs for animals,,0
12020,4,0,Other (specify),,0
12020,4,0,Water for animal consumption (that you pay for),,0
12020,4,0,Animal fodder (purchased fodder for donkey etc),,0
12020,4,0,Other supplementary animal feeding,,0
12020,4,0,Vaccinations and other veterinarian service,,500
12020,4,0,Transportation/other transaction costs for animals,,0
12020,4,0,Wages for herders,,0
12020,5,0,Other (specify),,0
12020,5,0,Water for animal consumption (that you pay for),,0
12020,5,0,Animal fodder (purchased fodder for donkey etc),,0
12020,5,0,Other supplementary animal feeding,,0
12020,5,0,Vaccinations and other veterinarian service,,200
12020,5,0,Transportation/other transaction costs for animals,,0
12020,5,0,Wages for herders,,0
12020,6,0,Other (specify),,0
12020,6,0,Water for animal consumption (that you pay for),,0
12020,6,0,Animal fodder (purchased fodder for donkey etc),,0
12020,6,0,Other supplementary animal feeding,,0
12020,6,0,Vaccinations and other veterinarian service,,1000
12020,6,0,Transportation/other transaction costs for animals,,0
12020,6,0,Wages for herders,,0
12020,7,,Water for animal consumption (that you pay for),,0
12020,7,,Animal fodder (purchased fodder for donkey etc),,0
12020,7,,Other supplementary animal feeding,,0
12020,7,,Vaccinations and other veterinarian service,,0
12020,7,,Vaccinations and other veterinarian service,,1000
12020,7,,Transportation/other transaction costs for animals,,0
12020,7,,Wages for herders,,0
12021,1,,Other (specify),,0
12021,1,,Water for animal consumption (that you pay for),,0
12021,1,,Animal fodder (purchased fodder for donkey etc),,0
12021,1,,Other supplementary animal feeding,,0
12021,1,,Vaccinations and other veterinarian service,,0
12021,1,,Transportation/other transaction costs for animals,,0
12021,2,,Other (specify),,0
12021,2,,Water for animal consumption (that you pay for),,0
12021,2,,Animal fodder (purchased fodder for donkey etc),,0
12021,2,,Other supplementary animal feeding,,0
12021,2,,Vaccinations and other veterinarian service,,0
12021,2,,Transportation/other transaction costs for animals,,0
12021,3,0,Other (specify),,0
12021,3,0,Water for animal consumption (that you pay for),,0
12021,3,0,Animal fodder (purchased fodder for donkey etc),,0
12021,3,0,Other supplementary animal feeding,,0
12021,3,0,Vaccinations and other veterinarian service,,2000
12021,3,0,Transportation/other transaction costs for animals,,0
12021,4,0,Other (specify),,0
12021,4,0,Water for animal consumption (that you pay for),,1000
12021,4,0,Animal fodder (purchased fodder for donkey etc),,0
12021,4,0,Other supplementary animal feeding,,0
12021,4,0,Vaccinations and other veterinarian service,,200
12021,4,0,Transportation/other transaction costs for animals,,0
12021,4,0,Wages for herders,,0
12021,5,0,Other (specify),,0
12021,5,0,Water for animal consumption (that you pay for),,0
12021,5,0,Animal fodder (purchased fodder for donkey etc),,0
12021,5,0,Other supplementary animal feeding,,0
12021,5,0,Vaccinations and other veterinarian service,,400
12021,5,0,Transportation/other transaction costs for animals,,0
12021,5,0,Wages for herders,,0
12021,6,0,Other (specify),,0
12021,6,0,Water for animal consumption (that you pay for),,0
12021,6,0,Animal fodder (purchased fodder for donkey etc),,0
12021,6,0,Other supplementary animal feeding,,5000
12021,6,0,Vaccinations and other veterinarian service,,2500
12021,6,0,Transportation/other transaction costs for animals,,0
12021,6,0,Wages for herders,,0
12021,7,,Water for animal consumption (that you pay for),,0
12021,7,,Animal fodder (purchased fodder for donkey etc),,0
12021,7,,Other supplementary animal feeding,,0
12021,7,,Vaccinations and other veterinarian service,,1450
12021,7,,Vaccinations and other veterinarian service,,1050
12021,7,,Transportation/other transaction costs for animals,,0
12021,7,,Wages for herders,,0
12022,1,,Other (specify),,0
12022,1,,Water for animal consumption (that you pay for),,0
12022,1,,Animal fodder (purchased fodder for donkey etc),,0
12022,1,,Other supplementary animal feeding,,0
12022,1,,Vaccinations and other veterinarian service,,1000
12022,1,,Transportation/other transaction costs for animals,,0
12022,2,,Other (specify),,0
12022,2,,Water for animal consumption (that you pay for),,0
12022,2,,Animal fodder (purchased fodder for donkey etc),,0
12022,2,,Other supplementary animal feeding,,0
12022,2,,Vaccinations and other veterinarian service,,250
12022,2,,Transportation/other transaction costs for animals,,0
12022,3,0,Other (specify),,0
12022,3,0,Water for animal consumption (that you pay for),,0
12022,3,0,Animal fodder (purchased fodder for donkey etc),,0
12022,3,0,Other supplementary animal feeding,,0
12022,3,0,Vaccinations and other veterinarian service,,5500
12022,3,0,Transportation/other transaction costs for animals,,0
12022,4,0,Other (specify),,0
12022,4,0,Water for animal consumption (that you pay for),,0
12022,4,0,Animal fodder (purchased fodder for donkey etc),,0
12022,4,0,Other supplementary animal feeding,,450
12022,4,0,Vaccinations and other veterinarian service,,3000
12022,4,0,Transportation/other transaction costs for animals,,0
12022,4,0,Wages for herders,,0
12022,5,0,Other (specify),,0
12022,5,0,Water for animal consumption (that you pay for),,0
12022,5,0,Animal fodder (purchased fodder for donkey etc),,0
12022,5,0,Other supplementary animal feeding,,0
12022,5,0,Vaccinations and other veterinarian service,,200
12022,5,0,Transportation/other transaction costs for animals,,0
12022,5,0,Wages for herders,,0
12022,6,0,Other (specify),,0
12022,6,0,Water for animal consumption (that you pay for),,0
12022,6,0,Animal fodder (purchased fodder for donkey etc),,0
12022,6,0,Other supplementary animal feeding,,0
12022,6,0,Vaccinations and other veterinarian service,,1500
12022,6,0,Transportation/other transaction costs for animals,,0
12022,6,0,Wages for herders,,0
12023,1,,Other (specify),,0
12023,1,,Water for animal consumption (that you pay for),,0
12023,1,,Animal fodder (purchased fodder for donkey etc),,200
12023,1,,Other supplementary animal feeding,,0
12023,1,,Vaccinations and other veterinarian service,,5000
12023,1,,Transportation/other transaction costs for animals,,2000
12023,2,,Other (specify),,0
12023,2,,Water for animal consumption (that you pay for),,0
12023,2,,Animal fodder (purchased fodder for donkey etc),,0
12023,2,,Other supplementary animal feeding,,0
12023,2,,Vaccinations and other veterinarian service,,1400
12023,2,,Transportation/other transaction costs for animals,,0
12023,3,0,Other (specify),,0
12023,3,0,Water for animal consumption (that you pay for),,0
12023,3,0,Animal fodder (purchased fodder for donkey etc),,0
12023,3,0,Other supplementary animal feeding,,0
12023,3,0,Vaccinations and other veterinarian service,,0
12023,3,0,Transportation/other transaction costs for animals,,0
